col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,label_0,label_1,label_2,label_3,label_4,label_5,label_6,label_7,label_8,label_9,label_10,label_11,label_12,label_13,label_14,label_15,label_16,label_17,label_18,label_19,label_20,label_21,label_22,label_23,label_24,label_25
_26,Senegal,_1546,Right,_3,_2,Medium/ Medium,Lean,4,3,5,6,6,6,7,6,4,5,6,6,6,6,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_30,Austria,_1640,Right,_3,_2,Medium/ High,Normal,4,5,6,6,7,3,5,5,6,5,6,5,6,6,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_27,Colombia,_1735,Left,_3,_2,High/ Medium,Lean,6,5,5,6,6,9,9,6,8,5,6,5,6,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
_28,Italy,_1769,Left,_2,_3,High/ Medium,Normal,6,6,6,7,7,7,7,6,7,6,4,4,6,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0
_28,Italy,_1375,Left,_3,_2,Low/ High,Normal,2,3,5,3,6,5,6,6,6,4,6,3,6,6,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_31,Mexico,_1738,Right,_3,_3,Medium/ High,Stocky,6,3,6,6,7,6,5,7,6,7,6,6,6,6,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_24,Saudi Arabia,_1533,Left,_3,_2,Low/ Medium,Lean,5,3,5,5,5,6,6,6,5,5,6,4,6,7,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_22,Wales,_1736,Right,_3,_2,Medium/ High,Normal,6,4,5,6,6,7,7,6,7,6,6,5,6,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_24,Hungary,_1713,Left,_3,_3,Medium/ Medium,Normal,6,6,7,7,7,6,6,5,7,7,4,7,7,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
_22,Germany,_1683,Right,_3,_2,Medium/ Medium,Lean,7,5,5,6,6,8,9,5,7,5,6,5,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
_21,Belgium,_1370,Right,_3,_2,Medium/ Medium,Normal,3,2,5,4,6,5,5,6,5,4,6,5,6,6,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_22,Colombia,_1664,Right,_3,_3,Medium/ Medium,Lean,4,5,6,6,7,6,5,6,6,6,6,6,6,6,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_30,Scotland,_1679,Right,_2,_2,Medium/ Medium,Normal,6,4,6,6,6,7,7,5,6,5,5,6,6,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_23,Portugal,_1607,Right,_3,_3,Medium/ Low,Lean,5,6,5,6,7,7,7,6,8,7,2,5,2,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
_24,Japan,_1589,Right,_3,_3,High/ Medium,Lean,6,6,6,7,7,8,8,6,9,6,4,6,3,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
_25,Denmark,_1695,Right,_3,_2,Medium/ High,Lean,5,4,6,5,6,7,8,5,7,5,7,5,6,6,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_33,Argentina,_1734,Right,_3,_2,Medium/ Medium,Stocky,6,5,6,6,7,7,7,6,5,6,7,6,6,7,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_28,Germany,_1503,Right,_3,_2,Medium/ Medium,Normal,4,3,5,4,5,6,6,6,6,6,6,4,6,6,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_24,Australia,_1645,Right,_3,_3,Medium/ Medium,Normal,6,6,5,7,6,9,8,6,7,6,1,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1
_21,Poland,_1637,Right,_2,_2,Medium/ Medium,Lean,6,5,6,7,6,8,9,5,8,6,4,6,5,3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
_21,Argentina,_1799,Right,_3,_3,Medium/ Medium,Normal,5,5,7,7,7,7,7,7,8,6,6,7,5,6,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
_21,Sweden,_1496,Right,_3,_3,Medium/ Medium,Lean,6,6,6,7,7,9,7,5,9,4,1,7,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
_22,Tunisia,_1755,Right,_3,_3,High/ Medium,Normal,6,6,5,7,7,8,8,6,8,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0
_28,Argentina,_1465,Left,_2,_2,Medium/ Low,Lean,2,6,4,5,5,5,5,7,4,7,3,5,3,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_27,France,_1603,Right,_3,_2,Medium/ Medium,Normal,4,2,6,5,5,7,6,6,6,5,5,5,7,7,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_22,Slovakia,_1674,Right,_3,_2,Medium/ High,Normal,5,5,6,6,6,7,7,6,7,5,5,7,6,7,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
_22,England,_1753,Right,_4,_3,Medium/ Medium,Lean,6,5,6,7,6,8,8,6,8,6,5,6,5,5,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
_30,Brazil,_1630,Left,_3,_3,Medium/ Medium,Normal,6,7,4,7,7,6,6,7,7,6,2,6,1,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
_26,England,_1405,Right,_3,_2,Medium/ High,Lean,2,2,5,5,5,6,5,5,5,4,5,4,6,6,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_33,Denmark,_1777,Right,_3,_3,High/ Medium,Lean,6,6,6,6,7,7,7,7,6,7,4,7,6,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
_25,England,_1444,Left,_3,_2,Medium/ High,Lean,4,2,5,5,6,7,7,5,5,4,7,5,6,6,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_21,United States,_1615,Right,_3,_3,High/ Low,Lean,5,6,4,7,6,8,8,6,7,6,3,5,3,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
_22,United States,_1608,Right,_3,_2,Medium/ Medium,Normal,6,3,5,6,6,7,8,6,6,5,6,4,6,7,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
_22,Germany,_1555,Right,_4,_2,Medium/ Medium,Normal,6,6,5,7,6,8,8,6,8,5,3,6,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
_33,England,_1466,Right,_2,_2,Low/ Medium,Normal,3,4,5,5,5,5,4,6,6,4,6,4,6,6,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_23,Turkey,_1503,Right,_2,_2,Medium/ High,Lean,3,2,5,5,6,7,7,6,6,5,6,5,6,6,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_19,Belgium,_1592,Left,_4,_3,Medium/ Medium,Normal,6,7,5,7,7,8,8,5,7,7,2,6,2,4,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
_29,Chile,_1437,Right,_3,_2,Medium/ High,Stocky,4,2,6,4,5,6,6,5,6,5,5,3,6,6,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_26,Denmark,_1705,Left,_3,_2,High/ Medium,Normal,6,4,6,6,6,7,7,6,6,6,6,5,6,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
_29,Japan,_1514,Right,_3,_2,Medium/ High,Lean,4,3,6,4,5,6,6,6,7,4,6,4,6,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
_22,Argentina,_1744,Right,_3,_3,High/ High,Stocky,5,6,6,7,7,7,8,6,9,6,6,6,6,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
_34,Italy,_1641,Left,_3,_2,Medium/ High,Normal,6,4,6,6,7,5,3,7,7,6,6,7,6,5,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_29,Chile,_1394,Right,_2,_2,Medium/ Medium,Stocky,3,3,5,4,5,3,4,6,3,5,6,4,7,6,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_29,Serbia,_1694,Left,_3,_2,Medium/ Medium,Lean,6,5,6,6,7,6,6,6,6,6,7,4,7,6,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_32,Ethiopia,_1824,Right,_3,_3,High/ Medium,Lean,7,6,6,7,7,7,8,6,8,8,6,6,6,5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
_28,Germany,_1319,Right,_3,_2,Medium/ Medium,Stocky,4,3,4,3,4,4,5,6,4,5,6,3,6,6,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_25,Germany,_1485,Right,_3,_2,Medium/ High,Stocky,4,2,5,4,6,7,7,6,6,4,6,3,7,7,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_20,Netherlands,_1680,Left,_3,_2,High/ Medium,Normal,4,4,6,6,6,8,7,6,7,6,6,6,6,6,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_31,Sweden,_1710,Left,_3,_2,Medium/ Medium,Normal,6,3,6,6,6,8,8,6,6,5,7,6,6,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_33,Korea Republic,_1574,Right,_3,_2,Low/ High,Lean,5,4,6,3,4,6,5,6,6,4,7,6,6,6,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_30,Colombia,_1310,Right,_3,_2,Low/ Medium,Normal,4,2,4,3,5,6,5,6,3,4,6,4,6,5,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_25,Nigeria,_1527,Right,_3,_2,Medium/ Medium,Normal,3,7,5,7,6,7,8,6,7,7,2,6,2,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
_27,Denmark,_1709,Left,_4,_3,Medium/ Low,Normal,6,6,5,7,7,9,9,6,8,6,3,5,4,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
_23,Germany,_1716,Right,_3,_2,Medium/ Medium,Lean,5,5,6,6,6,7,7,7,7,6,6,6,4,5,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_28,Germany,_1793,Right,_4,_2,High/ Medium,Lean,6,5,5,6,6,8,8,6,7,6,6,6,6,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_35,Argentina,_1665,Left,_3,_3,Medium/ Medium,Lean,7,6,6,7,8,6,6,6,6,6,5,7,6,4,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
_22,Brazil,_1593,Right,_3,_3,Medium/ Medium,Normal,6,6,6,7,7,7,7,6,5,6,5,7,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
_23,Turkey,_1729,Right,_3,_3,Medium/ Medium,Lean,5,5,7,6,7,7,7,6,9,6,6,6,6,6,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
_29,France,_1422,Right,_3,_2,Medium/ Medium,Normal,3,3,4,5,5,5,5,6,5,4,6,4,6,6,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_24,France,_1612,Right,_3,_2,Medium/ Medium,Lean,7,3,6,6,6,8,8,5,8,3,6,5,6,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_30,Brazil,_1566,Right,_3,_2,Medium/ Medium,Normal,5,5,6,6,6,6,5,6,5,6,2,7,3,3,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
_31,Austria,_1645,Right,_3,_3,Medium/ Medium,Normal,5,6,4,6,6,5,5,5,7,7,2,6,2,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_30,Switzerland,_1662,Right,_2,_2,Medium/ Medium,Normal,7,6,6,5,6,6,7,6,7,5,6,6,6,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_25,Cameroon,_1665,Right,_3,_3,High/ Medium,Normal,5,6,5,7,7,9,8,6,8,7,5,5,4,5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
_23,Denmark,_1519,Right,_3,_3,Medium/ Medium,Lean,6,6,5,7,7,9,9,5,7,6,2,6,5,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
_23,Saudi Arabia,_1519,Right,_3,_2,High/ Low,Lean,4,7,4,6,6,8,7,5,7,6,2,5,2,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_26,Belgium,_1702,Right,_3,_2,Medium/ Medium,Normal,6,6,6,6,6,8,7,6,8,7,4,6,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
_31,France,_1476,Right,_3,_2,Medium/ High,Normal,4,6,4,6,6,5,5,6,6,7,2,4,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_24,Spain,_1703,Right,_3,_3,Medium/ High,Lean,5,5,6,6,7,6,6,6,7,5,6,7,6,6,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_22,England,_1659,Left,_3,_2,High/ Medium,Normal,6,4,6,6,6,8,8,6,7,4,6,5,6,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_21,Austria,_1595,Right,_4,_3,Medium/ Medium,Lean,4,5,6,7,7,7,7,4,9,6,2,7,4,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
_19,Austria,_1742,Right,_3,_2,High/ Medium,Lean,6,5,6,7,6,8,8,6,8,6,5,4,6,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_28,Norway,_1820,Right,_3,_2,Medium/ High,Normal,6,6,6,6,6,7,7,6,7,7,6,6,6,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
_22,France,_1560,Right,_2,_3,Medium/ Medium,Lean,6,6,5,7,7,8,8,6,8,6,2,5,3,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
_22,Argentina,_1741,Right,_4,_3,High/ Medium,Stocky,6,6,7,7,7,7,7,6,6,7,5,6,5,6,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
_23,Uruguay,_1563,Right,_3,_3,High/ Medium,Normal,5,6,5,7,7,7,7,6,7,6,1,6,5,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
_21,Turkey,_1528,Right,_3,_2,Medium/ High,Lean,3,3,5,5,5,6,5,6,7,5,6,4,5,7,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_18,Spain,_1642,Right,_4,_2,Medium/ Medium,Normal,5,5,7,6,7,6,7,6,7,6,6,6,6,5,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_23,Saudi Arabia,_1782,Left,_3,_3,High/ Medium,Normal,6,5,5,7,7,8,8,6,8,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0
_20,France,_1699,Left,_3,_2,High/ High,Normal,5,5,5,6,6,8,8,6,7,7,6,6,7,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_22,Croatia,_1688,Left,_4,_2,Medium/ High,Lean,6,3,7,7,7,6,7,6,5,7,6,6,6,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
_28,Colombia,_1359,Right,_2,_2,Low/ Medium,Stocky,3,3,5,4,5,4,5,6,4,5,7,4,5,6,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_21,Spain,_1602,Right,_4,_3,Medium/ Medium,Normal,6,6,6,7,7,9,8,5,8,6,2,5,3,3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
_18,France,_1599,Right,_3,_2,Medium/ Medium,Normal,5,4,6,6,7,6,6,6,6,5,6,5,6,6,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_24,Saudi Arabia,_1341,Left,_3,_2,Low/ Medium,Lean,4,2,4,3,5,4,5,6,5,4,6,4,6,6,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_22,Norway,_1488,Right,_3,_2,Medium/ Medium,Normal,4,4,6,4,5,6,6,6,7,4,6,4,6,6,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_22,Germany,_1619,Left,_2,_2,High/ Medium,Lean,6,3,5,6,6,8,7,6,8,4,6,5,6,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_18,France,_1419,Left,_3,_2,Medium/ Medium,Lean,3,2,5,5,5,6,6,5,6,4,6,4,7,6,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_26,Germany,_1571,Left,_3,_2,Medium/ Low,Lean,6,3,5,6,6,6,7,6,4,7,6,2,6,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
_26,Japan,_1665,Left,_3,_2,Medium/ Medium,Lean,6,4,6,5,6,7,7,6,6,6,6,6,6,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
_18,England,_1660,Left,_4,_2,Medium/ Medium,Normal,5,6,5,6,6,8,8,6,7,6,3,6,3,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
_23,Poland,_1587,Left,_4,_2,High/ Medium,Lean,6,5,6,6,6,9,9,5,8,6,2,6,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
_24,Japan,_1473,Right,_3,_3,Medium/ Medium,Normal,5,6,4,7,6,8,8,7,6,6,1,5,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
_17,England,_1604,Right,_3,_4,High/ Medium,Lean,6,6,5,7,7,8,8,5,7,7,2,6,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
_18,Saudi Arabia,_1587,Right,_3,_3,Medium/ Low,Lean,6,4,6,7,7,7,7,6,8,5,5,6,5,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
_25,Norway,_1650,Right,_2,_2,Medium/ High,Normal,5,4,5,4,5,7,8,6,7,6,7,4,6,6,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_30,Brazil,_1526,Right,_3,_2,Medium/ Medium,Normal,3,6,4,6,6,5,5,6,5,7,2,5,2,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_21,England,_1441,Right,_3,_2,Medium/ High,Normal,4,3,3,4,4,5,6,6,6,4,6,4,6,6,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_17,England,_1610,Right,_3,_2,Medium/ High,Normal,5,4,6,6,6,7,7,6,6,6,6,5,6,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
_24,Argentina,_1683,Left,_2,_2,Medium/ Medium,Lean,6,5,6,6,6,7,7,7,7,6,5,7,4,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
_24,Ghana,_1591,Right,_2,_2,Medium/ High,Lean,4,4,6,5,5,8,7,6,7,5,7,3,7,6,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_18,Ivory Coast,_1630,Right,_3,_3,High/ Medium,Normal,6,5,7,7,7,7,7,6,6,6,3,6,5,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
_23,Germany,_1562,Left,_3,_2,Medium/ Medium,Lean,5,5,6,6,6,7,6,6,5,5,6,5,7,6,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_27,Japan,_1763,Right,_3,_2,Medium/ High,Normal,6,5,6,6,6,7,7,7,6,6,7,6,6,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
_22,Germany,_1717,Left,_3,_2,Medium/ Medium,Normal,7,5,6,6,6,7,8,6,7,6,6,6,5,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_28,England,_1670,Left,_1,_2,High/ High,Normal,4,7,4,5,6,7,7,7,7,7,4,6,3,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_23,Germany,_1665,Left,_3,_2,High/ Medium,Normal,7,3,6,7,6,7,6,6,6,7,6,5,6,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_21,Ecuador,_1731,Right,_4,_2,Low/ Low,Normal,6,6,7,7,7,7,8,6,6,7,6,6,6,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
_30,Korea Republic,_1738,Right,_4,_2,High/ Medium,Normal,6,6,6,6,6,7,7,7,7,5,7,7,7,6,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_29,Germany,_1683,Right,_3,_2,High/ Medium,Normal,6,4,6,6,6,7,7,6,7,6,6,5,6,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_32,Japan,_1644,Left,_3,_2,High/ Medium,Lean,4,6,5,6,6,8,6,6,6,7,6,7,3,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_19,Italy,_1535,Right,_3,_3,Medium/ Medium,Normal,2,7,5,6,7,5,5,6,4,7,2,6,5,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_32,Sweden,_1777,Right,_3,_2,Medium/ Medium,Normal,6,4,6,6,6,7,7,7,7,8,6,6,6,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
_36,China PR,_1482,Right,_2,_2,Medium/ High,Normal,4,5,6,5,6,4,4,6,7,6,6,6,5,7,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_26,Germany,_1741,Right,_3,_3,Medium/ Medium,Lean,6,5,6,7,6,7,7,7,8,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0
_26,Poland,_1614,Right,_3,_2,High/ High,Normal,7,4,6,6,6,8,8,5,7,4,6,6,5,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_27,China PR,_1804,Right,_3,_2,High/ High,Lean,7,6,6,6,7,7,7,6,5,7,7,6,7,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
_22,Bolivia,_1502,Right,_3,_2,Medium/ Low,Normal,3,7,5,6,5,7,6,6,8,7,1,6,2,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_29,Argentina,_1669,Right,_3,_2,Medium/ High,Normal,5,5,7,6,7,6,6,7,6,5,7,6,7,6,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_21,Spain,_1348,Right,_3,_2,Medium/ Medium,Lean,3,2,4,2,6,7,5,6,7,4,7,3,6,7,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_20,United States,_1461,Right,_4,_2,Medium/ Medium,Normal,4,7,4,6,6,7,7,6,4,7,1,6,2,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_19,Spain,_1647,Right,_3,_2,Medium/ Medium,Normal,5,6,5,6,6,8,8,6,9,6,3,5,6,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
